INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('S9HRfUmnN4','56799750170','M',19770102,839,3761,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('KS9Wlxh5lq','54100147074','F',19920226,862,3814,20,6);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('H2BOdIHeTp','58317581250','F',19931020,308,3700,20,6);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('ZS8XBtJSqU','56482547761','F',19810820,786,3743,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('K4B7FLFthH','88578769856','F',19711106,787,3741,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('flyg1CI5W2','00378468251','F',19781004,618,3689,20,5);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('jxWuXBYe7n','81690977892','F',19811202,448,3787,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('K9FtgTLPIR','14290899544','F',19900205,436,3840,20,2);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('EeHb9cavPn','97264020002','F',19700918,981,3759,20,8);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('DyLsnyAnLH','59182072280','M',19960426,443,3690,20,4);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('4fUUT8rwuO','39301923149','F',19771124,387,3751,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('SEKaS1uZbE','34660993744','F',19850328,695,3796,20,2);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('VTN5o78X6F','08336123288','M',19821225,910,3749,20,4);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('xAGWa1ZXAD','92323225014','M',19910714,615,3842,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('zlmlJWJi9A','05133891059','M',19951119,505,3747,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('iBKV5GDzoc','18969719202','M',19950808,821,3738,20,2);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('X9xmUlGW2b','34455168710','M',20010904,872,3710,20,8);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('weprV3VzCM','79611882408','M',19711214,574,3732,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('OvwnVtrDOU','79405029487','F',20001009,570,3759,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('10OZoTTVSP','76615915294','F',19921107,905,3781,20,4);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('ziJX8aAcwc','80920568467','M',19950728,964,3830,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('FprN895j21','40908879920','F',19950202,815,3712,20,7);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('GEcHrlql8N','77250279122','M',19920620,710,3770,20,3);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('zeIky1qjHn','96438419109','F',19800311,801,3807,20,3);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('sD7Z9gM2IX','16964418113','F',19791016,338,3751,20,8);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('595ztPrBR5','02029291757','M',20021220,946,3701,20,6);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('0mUIfrhQvD','45906237810','M',19760525,840,3843,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('uKCBQIwZi0','82745717898','F',19950202,777,3789,20,8);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('kOiX3ldfEa','41270402897','F',19980909,634,3848,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('DCusdkbkhq','86662816850','F',19820412,509,3845,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('b9SAHLz0QK','82487128348','M',19770712,322,3807,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('oS2Gd0hQwF','50483150819','F',19791003,752,3747,20,4);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('bt1vgX0kq3','85348653373','F',19980712,778,3840,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('2IduHRInNO','13756242021','M',20000916,401,3821,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('5Q8nXoQotX','97817902887','M',19740321,505,3789,20,3);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('FS9l96jax5','61571668942','F',19961002,924,3782,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('4MmTzuCjY8','97776604640','M',19930506,657,3789,20,2);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('j8o0XG4Bxs','60166113875','M',19920903,769,3795,20,3);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('CIYjrqWApL','66124675684','F',19920803,680,3795,20,2);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('G9QkpTa3tv','26495234503','M',19801009,959,3720,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('WHybcKZTdN','71864748885','F',19851205,603,3825,20,6);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('Scoqmx4Kzg','59092102890','M',19960203,914,3820,20,5);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('uJxycY6jBT','86812690384','M',19720426,417,3756,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('c4AbeowB9H','00914567624','M',19940803,335,3788,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('zSPV1vIlJP','42409175228','M',19750316,861,3815,20,3);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('wRGwaLCuXY','19871649894','M',19810626,338,3837,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('eBwKR663ht','52945673690','F',19710514,632,3696,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('jbl1zmtdH2','17573008562','M',20020611,636,3811,20,3);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('NdCdel8qU1','24368763394','F',19760607,390,3743,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('MAPHljK9E7','55470808459','M',19720928,627,3726,20,4);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('ZokDP3HBEQ','80109453409','M',19700122,405,3782,20,3);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('jUuE8uYVLx','43395047776','M',19730823,336,3849,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('trhW8A8XDb','71087819059','F',19870810,460,3726,20,8);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('n9VoK2sLO4','24447045842','F',19731005,843,3748,20,6);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('ZKUKBPu2qI','29685868239','M',19931207,353,3807,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('JAoucDtJzG','39561953293','F',19930513,919,3750,20,5);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('xTZ0Bw5wcv','83918827135','F',19940711,503,3792,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('OiDWr5TGRi','16727095558','F',19910807,422,3742,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('0L2ZNuDsrp','77843842705','F',19730520,718,3685,20,3);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('GN8Wyoixwz','94651966810','F',19971007,740,3788,20,7);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('3GI7RSbLJe','11606437925','F',19990106,435,3716,20,5);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('62xLWPpL2A','45958407643','F',19741217,973,3835,20,2);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('w6txpz4gBT','77877164017','M',19891016,977,3814,20,2);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('BWyY6fyKGM','33337603041','F',19910206,830,3733,20,4);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('E0zXcmKYU4','81094545180','F',19940125,305,3726,20,6);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('jN6eG5Wf29','42176829484','F',20020625,321,3765,20,3);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('l901gK1nbj','53952489352','M',19730718,750,3836,20,4);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('oUgm3GRHha','91663983984','F',19900808,636,3783,20,6);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('t2UXoo42S2','06684439013','F',19940614,764,3734,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('Yeb6HGXTbx','36460982600','M',19760507,470,3788,20,8);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('mg9YuPbb3F','40728531275','M',19870421,415,3827,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('KtJYNeKVzu','22355356661','M',19840502,418,3819,20,2);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('X85R8uESL6','96269397375','M',19860126,793,3686,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('3WVwxGRPga','94781350313','M',19770812,760,3686,20,6);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('vSS3FKIhWr','61627838473','M',19750125,677,3821,20,8);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('cOvCL3OU2K','45137416940','F',19910212,819,3817,20,7);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('kXX2Eg1zeK','16033237161','M',19710726,819,3808,20,7);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('7Hp3siLuk4','25154059247','M',19771103,866,3689,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('8ZkeiuFOI1','04584710112','F',19910101,889,3695,20,5);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('iCYQkoyGC9','18830523780','M',19961123,484,3773,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('xuhmIDgZOM','56821859515','M',19751025,610,3690,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('4eMWEHTaKh','76747092309','M',19970326,447,3738,20,7);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('ien7D0bYsu','74662866588','F',19751022,963,3837,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('T24RFdW68O','34585219250','M',20000320,566,3721,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('8VlxvVkJjZ','45043461683','F',19830421,365,3719,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('qEVaHizjkf','42839757702','F',19710525,617,3840,20,6);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('fcZZxXkkHs','70549479910','F',19900915,825,3792,20,8);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('5XBQzT5VTq','62519475862','F',19900617,682,3710,20,7);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('8iqCiCDILT','21394450230','M',19841110,888,3848,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('ZUyZpxNrje','39338027171','M',20000207,354,3844,20,8);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('ZS9jc9lqQB','34528480433','M',19941001,481,3796,20,6);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('eBbakGXMb5','88753979109','M',20020828,987,3811,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('tMSqHVBPf2','84887869304','M',19700125,636,3707,20,4);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('yDuz1Q9RHB','20127630147','F',20001104,320,3763,20,4);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('BpApwmimP6','89968861731','F',19891203,591,3696,20,5);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('sr8J3G90Vx','18904445531','F',19870705,926,3745,20,4);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('fTsIKKxTn0','75075652891','M',19821219,301,3796,20,4);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('ehRjtayQwk','93187286208','M',19740914,639,3767,20,7);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('uWqoOtPFmh','38975703789','M',19850222,440,3751,20,6);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('CJYJhiMUwz','41479504009','F',19740908,797,3702,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('iUQBbCtaXT','15900512622','M',19730127,495,3719,20,2);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('XEqdJ6Gbt4','21195536534','F',19970514,745,3847,20,8);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('orTr2ehQlj','58561265485','M',19900828,491,3706,20,9);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('iOsq3569b1','88857612163','F',19770414,436,3739,20,4);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('xxQ5lTlvDL','75480247549','M',19901010,479,3849,20,2);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('U0pcDpDnjf','05489646616','M',19820411,846,3713,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('WK1G6aBKMa','77514922016','M',19780615,970,3807,20,1);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('dqVfcpXF7h','99917704027','F',19800721,823,3822,20,7);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('3DAwajZxE3','94600913000','F',19810407,846,3689,20,10);
INSERT INTO alunos(nome, cpf, sexo, data_nascimento, nota_enem, id_cidade, id_estado, id_curso) VALUES('JjRmH8FY5a','62392320250','M',19900618,370,3716,20,8);
